acres,0,0,0,0,0,0,0,0,0,0,8
acrobat,1,0,0,0,0,1,1,0,0,1,0
act,0,0,0,0,0,0,0,0,0,0,8
acting,0,0,0,0,0,0,0,0,0,0,8
action,1,0,0,0,0,0,0,0,0,0,0
actionable,0,1,1,0,1,0,0,0,0,0,1
active,0,0,0,0,0,0,0,0,0,0,8
activity,0,0,0,0,0,0,0,0,0,0,8
actor,0,0,0,0,0,0,0,0,0,0,8
actual,1,0,0,0,0,0,0,0,0,0,0
actuality,0,0,0,0,0,0,0,0,0,0,8
actuary,0,0,0,0,0,0,0,0,0,0,8
acuity,1,0,0,0,0,0,0,0,0,0,0
acumen,1,0,0,0,0,0,0,0,0,0,0
acupuncture,0,0,0,0,0,0,0,0,0,0,8
acutely,0,0,0,0,0,0,0,0,0,0,8
adage,0,0,0,0,0,0,0,0,0,0,8
adamant,0,0,0,0,0,0,0,0,0,0,8
adapt,1,0,0,0,0,0,0,0,0,0,0
adaptable,1,0,0,0,0,0,0,0,0,0,0
add,0,0,0,0,0,0,0,0,0,0,8
added,0,0,0,0,0,0,0,0,0,0,8
addendum,0,0,0,0,0,0,0,0,0,0,8
adder,0,1,1,0,1,1,0,1,0,0,1
addiction,0,1,0,0,0,0,0,0,0,0,1
addition,0,0,0,0,0,0,0,0,0,0,8
additional,0,0,0,0,0,0,0,0,0,0,8
additive,0,0,0,0,0,0,0,0,0,0,8
address,0,0,0,0,0,0,0,0,0,0,8
addressee,0,0,0,0,0,0,0,0,0,0,8
addresses,1,0,0,1,0,0,0,0,0,0,0
adept,1,0,0,0,0,0,0,0,0,0,0
adequacy,1,0,0,0,0,0,0,0,0,0,0
adequate,0,0,0,0,0,0,0,0,0,0,8
adhere,0,0,0,0,0,0,0,0,0,0,8
adherence,0,0,0,0,0,0,0,0,0,0,8
adherent,0,0,0,0,0,0,0,0,0,0,8
adhering,0,0,0,0,0,0,0,0,0,1,8
adhesion,0,0,0,0,0,0,0,0,0,0,8
adhesive,0,0,0,0,0,0,0,0,0,0,8
adieu,0,0,0,0,0,0,0,0,0,0,8
adipose,0,1,0,0,0,0,0,0,0,0,1
adjacency,0,0,0,0,0,0,0,0,0,0,8
adjacent,0,0,0,0,0,0,0,0,0,0,8
adjective,0,0,0,0,0,0,0,0,0,0,8
adjoining,0,0,0,0,0,0,0,0,0,0,8
adjourn,0,0,0,0,0,0,0,0,0,0,8
adjournment,0,0,0,0,0,0,0,0,0,0,8
adjudicate,0,1,0,0,0,1,0,0,0,0,1
adjudication,0,0,0,0,0,0,0,0,0,0,8
adjunct,1,0,0,0,0,0,0,0,0,0,0
adjust,0,0,0,0,0,0,0,0,0,0,8
adjustment,0,0,0,0,0,0,0,0,0,0,8
adjuvant,0,0,0,0,0,0,0,0,0,0,8
administer,0,0,0,0,0,0,0,0,0,0,8
administration,0,0,0,0,0,0,0,0,0,0,8
administrative,0,0,0,0,0,0,0,0,0,1,8
admirable,1,0,0,0,0,0,1,0,0,1,0
admiral,1,0,0,0,0,0,0,0,0,1,0
admiralty,0,0,0,0,0,0,0,0,0,0,8
admiration,1,0,0,0,0,0,1,0,0,1,0
admire,1,0,0,0,0,0,0,0,0,1,0
admirer,1,0,0,0,0,0,0,0,0,0,0
admissibility,0,0,0,0,0,0,0,0,0,0,8
admissible,1,0,0,0,0,0,0,0,0,1,0
admission,0,0,0,0,0,0,0,0,0,0,8
admit,0,0,0,0,0,0,0,0,0,0,8
admittance,0,0,0,0,0,0,0,0,0,0,8
admitted,0,0,0,0,0,0,0,0,0,0,8
admitting,0,0,0,0,0,0,0,0,0,0,8
admixture,0,0,0,0,0,0,0,0,0,0,8
admonition,0,1,0,0,0,1,0,0,0,0,1
ado,0,0,0,0,0,0,0,0,0,0,8
adobe,0,0,0,0,0,0,0,0,0,0,8
adolescence,0,0,0,0,0,0,0,0,0,0,8
adolescent,0,0,0,0,0,0,0,0,0,0,8
adopt,0,0,0,0,0,0,0,0,0,0,8
adoption,0,0,0,0,0,0,0,0,0,0,8
adorable,1,0,0,0,0,0,1,0,0,0,0
adoration,1,0,0,0,0,0,1,0,0,1,0
adore,1,0,0,1,0,0,1,0,0,1,0
adorn,0,0,0,0,0,0,0,0,0,0,8
adornment,0,0,0,0,0,0,0,0,0,0,8
adrift,0,1,0,1,0,1,0,1,0,0,1
adult,0,0,0,0,0,0,0,0,0,0,8
adulterated,0,1,0,0,0,0,0,0,0,0,1
adultery,0,1,0,0,1,0,0,1,0,0,1
advance,1,0,0,1,0,1,1,0,1,0,0
advanced,1,0,0,0,0,0,0,0,0,0,0
advancement,1,0,0,0,0,0,0,0,0,0,0
advancing,0,0,0,0,0,0,0,0,0,0,8
advantage,1,0,0,0,0,0,0,0,0,0,0
advantageous,1,0,0,0,0,0,0,0,0,0,0
advent,1,0,0,1,0,0,1,0,0,1,0
adventure,1,0,0,1,0,0,0,0,0,0,0
adventurer,0,0,0,0,0,0,0,0,0,0,8
adventurous,1,0,0,0,0,0,0,0,0,0,0
adversary,0,1,1,0,0,0,0,0,0,0,1
adverse,0,1,1,0,1,1,0,1,0,0,1
adversity,0,1,1,0,0,1,0,1,0,0,1
advertise,0,0,0,0,0,0,0,0,0,0,8
advertisement,0,0,0,0,0,0,0,0,0,0,8
advice,0,0,0,0,0,0,0,0,0,1,8
advisable,1,0,0,0,0,0,0,0,0,1,0
advise,1,0,0,0,0,0,0,0,0,1,0
advised,0,0,0,0,0,0,0,0,0,1,8
advisement,0,0,0,0,0,0,0,0,0,0,8
adviser,1,0,0,0,0,0,0,0,0,1,0
advocacy,1,0,1,1,0,0,1,0,0,1,0
advocate,0,0,0,0,0,0,0,0,0,1,8
aegis,0,0,0,0,0,0,0,0,0,0,8
aeration,0,0,0,0,0,0,0,0,0,0,8
aerial,0,0,0,0,0,0,0,0,0,0,8
aerodrome,0,0,0,0,0,0,0,0,0,0,8
aerodynamics,0,0,0,0,0,0,0,0,0,0,8
aeronautics,0,0,0,0,0,0,0,0,0,0,8
aeroplane,0,0,0,0,0,0,0,0,0,0,8
aesthetic,1,0,0,0,0,0,0,0,0,0,0
aesthetics,1,0,0,0,0,0,1,0,0,0,0
aetiology,0,0,0,0,0,0,0,0,0,0,8
afar,0,0,0,0,0,0,0,0,0,0,8
affable,1,0,0,0,0,0,0,0,0,0,0
affair,0,0,0,0,0,0,0,0,0,0,8
affecting,0,0,0,0,0,0,0,0,0,0,8
affection,1,0,0,0,0,0,1,0,0,1,0
affections,0,0,0,0,0,0,0,0,0,0,8
affiche,0,0,0,0,0,0,0,0,0,0,8
affidavit,0,0,0,0,0,0,0,0,0,0,8
affiliated,1,0,0,0,0,0,0,0,0,0,0
affiliation,0,0,0,0,0,0,0,0,0,0,8
affinity,0,0,0,0,0,0,0,0,0,0,8
affirm,1,0,0,0,0,0,0,0,0,1,0
affirmation,1,0,0,0,0,0,0,0,0,0,0
affirmative,1,0,0,0,0,0,0,0,0,0,0
affirmatively,1,0,0,0,0,0,0,0,0,1,0
affix,0,0,0,0,0,0,0,0,0,0,8
afflict,0,1,0,0,0,1,0,1,0,0,1
afflicted,0,1,0,0,0,0,0,0,0,0,1
affliction,0,1,0,0,1,1,0,1,0,0,1
affluence,1,0,0,0,0,0,1,0,0,0,0
affluent,1,0,0,0,0,0,0,0,0,0,0
afford,1,0,0,0,0,0,0,0,0,0,0
affront,0,1,1,0,1,1,0,1,1,0,1
afield,0,0,0,0,0,0,0,0,0,0,8
afore,0,0,0,0,0,0,0,0,0,0,8
aforementioned,0,0,0,0,0,0,0,0,0,0,8
aforesaid,0,0,0,0,0,0,0,0,0,0,8
afraid,0,1,0,0,0,1,0,0,0,0,1
afresh,0,0,0,0,0,0,0,0,0,0,8
aft,0,0,0,0,0,0,0,0,0,0,8
aftermath,0,1,1,0,1,1,0,1,0,0,1
afternoon,0,0,0,0,0,0,0,0,0,0,8
aftertaste,0,1,0,0,0,0,0,0,0,0,1
afterthought,0,0,0,0,0,0,0,0,0,0,8
aga,1,0,0,0,0,1,0,0,0,1,0
agate,0,0,0,0,0,0,0,0,0,0,8
age,0,0,0,0,0,0,0,0,0,0,8
aged,0,0,0,0,0,0,0,0,0,0,8
agency,0,0,0,0,0,0,0,0,0,0,8
agent,0,0,0,0,0,0,0,0,0,0,8
agglomeration,0,0,0,0,0,0,0,0,0,0,8
aggravated,0,1,1,0,0,0,0,0,0,0,1
aggravating,0,1,1,0,0,0,0,1,0,0,1
aggravation,0,1,1,0,1,0,0,0,0,0,1
aggregate,0,0,0,0,0,0,0,0,0,0,8
aggregation,0,0,0,0,0,0,0,0,0,0,8
aggression,0,1,1,0,0,1,0,0,0,0,1
aggressive,0,1,1,0,0,1,0,0,0,0,1
aggressor,0,1,1,0,0,1,0,0,0,0,1
aghast,0,1,0,0,1,1,0,0,1,0,1
agile,1,0,0,0,0,0,0,0,0,0,0
agility,1,0,0,0,0,0,0,0,0,0,0
agitated,0,1,1,0,0,0,0,0,0,0,1
agitation,0,1,1,0,0,0,0,0,0,0,1
agnostic,0,0,0,0,0,0,0,0,0,0,8
ago,0,0,0,0,0,0,0,0,0,0,8
agonizing,0,1,0,0,0,1,0,0,0,0,1
agony,0,1,1,0,0,1,0,1,0,0,1
agree,1,0,0,0,0,0,0,0,0,0,0
agreeable,1,0,0,0,0,0,0,0,0,1,0
agreed,1,0,0,0,0,0,0,0,0,1,0
agreeing,1,0,0,0,0,0,0,0,0,1,0
agreement,1,0,0,0,0,0,0,0,0,1,0
agricultural,0,0,0,0,0,0,0,0,0,0,8
agriculture,1,0,0,0,0,0,0,0,0,0,0
aground,0,1,0,0,0,0,0,0,0,0,1
agua,0,0,0,0,0,0,0,0,0,0,8
ahead,1,0,0,0,0,0,0,0,0,0,0
aid,1,0,0,0,0,0,0,0,0,0,0
aiding,1,0,0,0,0,0,0,0,0,0,0
ail,0,1,0,0,0,0,0,1,0,0,1
ailing,0,1,0,0,0,1,0,1,0,0,1
ailment,0,0,0,0,0,0,0,0,0,0,8
aim,0,0,0,0,0,0,0,0,0,0,8
aimless,0,1,0,0,0,0,0,0,0,0,1
air,0,0,0,0,0,0,0,0,0,0,8
airbag,0,0,0,0,0,0,0,0,0,0,8
airlift,0,0,0,0,0,0,0,0,0,0,8
airline,0,0,0,0,0,0,0,0,0,0,8
airman,0,0,0,0,0,0,0,0,0,0,8
airplane,0,0,0,0,0,0,0,0,0,0,8
airport,0,0,0,1,0,0,0,0,0,0,3
airs,0,1,0,0,1,0,0,0,0,0,1
airship,0,0,0,0,0,0,0,0,0,0,8
aisle,0,0,0,0,0,0,0,0,0,0,8
ait,0,0,0,0,0,0,0,0,0,0,8
ajar,0,0,0,0,0,0,0,0,0,0,8
akin,0,0,0,0,0,0,0,0,0,1,8
alabaster,1,0,0,0,0,0,0,0,0,0,0
alarm,0,1,0,0,0,1,0,0,1,0,1
alarming,0,1,0,0,0,1,0,0,1,0,1
alb,0,0,0,0,0,0,0,0,0,1,8
album,0,0,0,0,0,0,0,0,0,0,8
alchemy,0,0,0,0,0,0,0,0,0,0,8
alcohol,0,0,0,0,0,0,0,0,0,0,8
alcoholism,0,1,1,0,1,1,0,1,0,0,1
alcove,0,0,0,0,0,0,0,0,0,0,8
alert,0,0,0,0,0,0,0,0,0,0,8
alertness,1,0,0,1,0,1,0,0,1,0,0
alerts,0,0,0,1,0,1,0,0,1,0,3
alfalfa,0,0,0,0,0,0,0,0,0,0,8
algebra,0,0,0,0,0,0,0,0,0,0,8
algebraic,0,0,0,0,0,0,0,0,0,0,8
algorithm,0,0,0,0,0,0,0,0,0,0,8
alibi,0,0,0,0,0,0,0,0,0,0,8
alien,0,1,0,0,1,1,0,0,0,0,1
alienate,0,1,1,0,1,0,0,0,0,0,1
alienated,0,1,0,0,0,0,0,1,0,0,1
alienation,0,1,1,0,1,1,0,1,0,0,1
alight,0,0,0,0,0,0,0,0,0,0,8
aligned,0,0,0,0,0,0,0,0,0,0,8
alignment,0,0,0,0,0,0,0,0,0,0,8
alike,0,0,0,0,0,0,0,0,0,0,8
alimentation,1,0,0,0,0,0,0,0,0,0,0
alimony,0,1,0,0,0,0,0,0,0,0,1
aliquot,0,0,0,0,0,0,0,0,0,0,8
alive,1,0,0,1,0,0,1,0,0,1,0
alkali,0,0,0,0,0,0,0,0,0,0,8
alkaloids,0,0,0,0,0,0,0,0,0,0,8
allay,1,0,0,0,0,0,0,0,0,0,0
allegation,0,1,1,0,0,0,0,0,0,0,1
allege,0,1,0,0,0,0,0,0,0,0,1
alleged,0,0,0,0,0,0,0,0,0,0,8
allegiance,1,0,0,0,0,0,0,0,0,1,0
allegorical,0,0,0,0,0,0,0,0,0,0,8
allegory,0,0,0,0,0,0,0,0,0,0,8
allegro,1,0,0,0,0,0,0,0,0,0,0
alleviate,1,0,0,0,0,0,0,0,0,0,0
alleviation,1,0,0,0,0,0,0,0,0,0,0
alley,0,0,0,0,0,0,0,0,0,0,8
alliance,0,0,0,0,0,0,0,0,0,1,8
allied,1,0,0,0,0,0,0,0,0,1,0
alligator,0,0,0,0,0,0,0,0,0,0,8
allocate,0,0,0,0,0,0,0,0,0,0,8
allocation,0,0,0,0,0,0,0,0,0,0,8
allot,0,0,0,0,0,0,0,0,0,0,8
allotment,0,0,0,0,0,0,0,0,0,0,8
allowable,1,0,0,0,0,0,0,0,0,0,0
allowance,0,0,0,0,0,0,0,0,0,0,8
allowed,0,0,0,0,0,0,0,0,0,0,8
alloy,0,0,0,0,0,0,0,0,0,0,8
allure,1,0,0,1,0,0,1,0,1,0,0
alluring,1,0,0,0,0,0,0,0,0,0,0
allusion,0,0,0,0,0,0,0,0,0,0,8
alluvial,0,0,0,0,0,0,0,0,0,0,8
ally,1,0,0,0,0,0,0,0,0,1,0
almanac,0,0,0,0,0,0,0,0,0,0,8
almighty,1,0,0,0,0,0,0,0,0,0,0
aloft,0,0,0,0,0,0,0,0,0,0,8
aloha,1,0,0,1,0,0,1,0,0,0,0
alongside,0,0,0,0,0,0,0,0,0,0,8
aloof,0,1,0,0,0,0,0,0,0,0,1
aloud,0,0,0,0,0,0,0,0,0,0,8
alphabet,0,0,0,0,0,0,0,0,0,0,8
alphabetical,0,0,0,0,0,0,0,0,0,0,8
altar,0,0,0,0,0,0,0,0,0,0,8
alter,0,0,0,0,0,0,0,0,0,0,8
alteration,0,0,0,0,0,0,0,0,0,0,8
altercation,0,1,1,0,0,0,0,0,0,0,1
altered,0,0,0,0,0,0,0,0,0,0,8
alternate,0,0,0,0,0,0,0,0,0,0,8
alternative,0,0,0,0,0,0,0,0,0,0,8
altitude,0,0,0,0,0,0,0,0,0,0,8
alto,0,0,0,0,0,0,0,0,0,0,8
altogether,0,0,0,0,0,0,0,0,0,0,8
alumnus,0,0,0,0,0,0,0,0,0,0,8
alveolar,0,0,0,0,0,0,0,0,0,0,8
amalgam,0,0,0,0,0,0,0,0,0,0,8
amalgamation,0,0,0,0,0,0,0,0,0,0,8
amass,0,0,0,0,0,0,0,0,0,0,8
amateur,0,0,0,0,0,0,0,0,0,0,8
amaze,0,0,0,0,0,0,0,0,1,0,8
amazement,0,0,0,0,0,0,0,0,0,0,8
amazingly,1,0,0,0,0,0,1,0,1,0,0
ambassador,1,0,0,0,0,0,0,0,0,1,0
amber,0,0,0,0,0,0,0,0,0,0,8
ambient,0,0,0,0,0,0,0,0,0,0,8
ambiguity,0,0,0,0,0,0,0,0,0,0,8
ambiguous,0,1,0,0,0,0,0,0,0,0,1
ambit,0,0,0,0,0,0,0,0,0,0,8
ambition,1,0,0,1,0,0,1,0,0,1,0
ambitious,0,0,0,0,0,0,0,0,0,0,8
ambulance,0,0,0,0,0,1,0,0,0,1,5
ambush,0,1,1,0,0,1,0,0,1,0,1
ameliorate,1,0,0,0,0,0,0,0,0,0,0
amen,1,0,0,0,0,0,1,0,0,1,0
amenable,1,0,0,0,0,0,0,0,0,0,0
amend,1,0,0,0,0,0,0,0,0,0,0
amendment,0,0,0,0,0,0,0,0,0,0,8
amends,1,0,0,0,0,0,0,0,0,0,0
amenity,1,0,0,0,0,0,0,0,0,0,0
amethyst,0,0,0,0,0,0,0,0,0,0,8
amiable,1,0,0,0,0,0,0,0,0,0,0
amicable,1,0,0,0,0,0,1,0,0,0,0
amid,0,0,0,0,0,0,0,0,0,0,8
amidst,0,0,0,0,0,0,0,0,0,0,8
ammonia,0,0,0,0,1,0,0,0,0,0,4
ammunition,0,0,0,0,0,0,0,0,0,0,8
amnesia,0,1,0,0,0,0,0,0,0,0,1
amnesty,1,0,0,0,0,0,1,0,0,0,0
amorphous,0,0,0,0,0,0,0,0,0,0,8
amortization,0,0,0,0,0,0,0,0,0,1,8
amount,0,0,0,0,0,0,0,0,0,0,8
amour,1,0,0,1,0,0,1,0,0,1,0
ampersand,0,0,0,0,0,0,0,0,0,0,8
amphetamines,0,1,0,0,1,0,0,0,0,0,1
amphibian,0,0,0,0,0,0,0,0,0,0,8
amphibious,0,0,0,0,0,0,0,0,0,0,8
amphitheater,0,0,0,0,0,0,0,0,0,0,8
amplification,0,0,0,0,0,0,0,0,0,0,8
amplify,0,0,0,0,0,0,0,0,0,0,8
amplitude,0,0,0,0,0,0,0,0,0,0,8
amply,0,0,0,0,0,0,0,0,0,0,8
amputation,0,0,0,0,0,0,0,0,0,0,8
amulet,0,0,0,0,0,0,0,0,0,0,8
amuse,1,0,0,0,0,0,1,0,0,0,0
amused,1,0,0,0,0,0,1,0,0,0,0
amusement,1,0,0,0,0,0,1,0,0,0,0
amusing,1,0,0,0,0,0,1,0,0,0,0
ana,0,0,0,0,0,0,0,0,0,0,8
anaconda,0,1,0,0,1,1,0,0,0,0,1
anaesthesia,0,0,0,0,0,0,0,0,0,0,8
anaesthetic,0,0,0,0,0,0,0,0,0,0,8
anal,0,1,0,0,0,0,0,0,0,0,1
analgesic,0,0,0,0,0,0,0,0,0,0,8
analogous,0,0,0,0,0,0,0,0,0,0,8
analogue,0,0,0,0,0,0,0,0,0,0,8
analogy,0,0,0,0,0,0,0,0,0,0,8
analysis,0,0,0,0,0,0,0,0,0,0,8
analyst,1,0,0,1,0,0,0,0,0,1,0
analytic,0,0,0,0,0,0,0,0,0,0,8
analyze,0,0,0,0,0,0,0,0,0,0,8
analyzer,0,0,0,0,0,0,0,0,0,0,8
anarchism,0,1,1,0,0,1,0,0,0,0,1
anarchist,0,1,1,0,0,1,0,0,0,0,1
anarchy,0,1,1,0,0,1,0,0,0,0,1
anastomosis,0,0,0,0,0,0,0,0,0,0,8
anathema,0,1,1,0,1,1,0,1,0,0,1
anatomic,0,0,0,0,0,0,0,0,0,0,8
anatomy,0,0,0,0,0,0,0,0,0,0,8
ancestor,0,0,0,0,0,0,0,0,0,0,8
ancestral,0,0,0,0,0,0,0,0,0,1,8
ancestry,0,0,0,0,0,0,0,0,0,0,8
anchor,1,0,0,0,0,0,0,0,0,0,0
anchorage,1,0,0,0,0,0,0,1,0,0,0
ancient,0,1,0,0,0,0,0,0,0,0,1
ancillary,0,0,0,0,0,0,0,0,0,0,8
androgen,0,0,0,0,0,0,0,0,0,0,8
anemone,0,0,0,0,0,0,0,0,0,0,8
anew,0,0,0,0,0,0,0,0,0,0,8
angel,1,0,0,1,0,0,1,0,1,1,0
angelic,1,0,0,0,0,0,1,0,0,1,0
anger,0,1,1,0,0,0,0,0,0,0,1
angina,0,1,0,0,0,1,0,0,0,0,1
angiography,0,0,0,0,0,0,0,0,0,0,8
angle,0,0,0,0,0,0,0,0,0,0,8
angling,0,1,0,1,0,0,0,0,0,0,1
angry,0,1,1,0,1,0,0,0,0,0,1
anguish,0,1,1,0,0,1,0,1,0,0,1
angular,0,0,0,0,0,0,0,0,0,0,8
anhydrous,0,0,0,0,0,0,0,0,0,0,8
animal,0,0,0,0,0,0,0,0,0,0,8
animate,1,0,0,0,0,0,0,0,0,0,0
animated,1,0,0,0,0,0,1,0,0,0,0
animation,0,0,0,0,0,0,0,0,0,0,8
animosity,0,1,1,0,1,1,0,1,0,0,1
animus,0,1,1,0,0,0,0,0,0,0,1
ankle,0,0,0,0,0,0,0,0,0,0,8
annals,0,0,0,0,0,0,0,0,0,0,8
annex,0,0,0,0,0,0,0,0,0,0,8
annexation,0,0,0,0,0,0,0,0,0,0,8
annexe,0,0,0,0,0,0,0,0,0,0,8
annihilate,0,1,1,0,0,1,0,0,0,0,1
